Notional_Amount_Local_Currency,Trade_Vendor_ID_Original,Issue_Currency,Fitch_Short_Term_Rating_Date,Broker_Commission_Amount_Local_Currency,Contract_Size,ICB_Supersector_Description,GICS_Sub_Industry_Description,GICS_Industry_Group_Code,Lag_Days,Vanguard_ID_VID,VICS_L4_Name,Original_Cost_Base_Currency,Trade_Reason,Amortization_Value_Local_Currency,Cash_Transaction_Purpose_code,Vanguard_Transaction_Code,Bloomberg_Industry_Sector_Code,Foreign_Tax__Base_Currency,Barclays_L1_Description,Security_Main_Type,Barclays_L2_Description,Barclays_L4_Description,Corporate_Action_Type,Settlement_Date,Barclays_L3_Description,State_Code,Advisor_ID,Market_Identification_Code_MIC,Amortization_Value_Base_Currency,Final_Maturity,Executing_Broker_Code,Contra_Currency,Cancelled_Indicator,GICS_Industry_Code,Par_Amount,Russell_Subsector_Description,Position_OpenClose_Indicator,Field_144A_Flag,CRD_Alloc_ID,Fitch_Short_Term_Rating_Code,Accrued_Interest_Base_Currency,Issue_Price,Parent_Contract_ID_VID,Primary_Asset_ID,Russell_Industry_Description,Order_Reference_ID,Interest_Prepaid_Gross_Settlement,Broker_Commission_Type_Code,Cash_Transaction_Purpose_Description,Clearing_House,Coupon_Rate_Type,Dated_Date,Escrowed_to_Maturity_Date,Next_Coupon_Date,Security_Short_Description,Prerefunded_Price,Corporate_Action_Factor,Bloomberg_Industry_Subgroup_Code,Commission_Rate,Ticker,Bloomberg_Industry_Group_Code,Fund_ID,Transaction_Interval_Batch_Type,Tax_Status,Original_Cost_Local_Currency,GICS_Industry_Description,Exchange_Rate_Settlement_to_Base,GainLoss_Local_Currency,CRD_Sec_ID,Sleeve_ID,Bloomberg_Industry_Subgroup_Description,Account_Type,Income_Accrual_Settlement_Currency,Corporate_Action_Type_Code,VICS_L2_Code,External_Transaction_ID,Principal_Base_Currency,Collateral_Units,Additional_Transaction_Fee_Type_2,Additional_Transaction_Fee_Type_1,Port_ID,Additional_Transaction_Fee_Type_4,FX_Purchased_Currency,Additional_Transaction_Fee_Type_3,Additional_Transaction_Fee_Type_6,SP_Short_Term_Rating,Additional_Transaction_Fee_Type_5,OCC_Options_Clearing_Corporation_ID,Russell_Subsector_Code,Price_Base_Currency,Corporate_Action_Market_Value_Local_Currency,Next_Call_Date,Percentage_Foreign_Tax,First_Coupon_Date,CINS,ICB_Supersector_Code,Security_End_Date,Investment_Type,Underlying_ID,SP_Long_Term_Rating,PutCall_Flag,Net_Settle_Amount__Base_Currency,Strategy_Code,Bloomberg_Country_of_Risk,CUSIP,Clearing_Broker_Code,CRIMS_CUSIP,Vanguard_Issuer_ID_VEI,Corporate_Action_Other_Side_Security,ICB_Subsector_Description,Russell_Industry_Code,Previous_External_ID,GICS_Sector_Description,VICS_L1_Code,Moody_Long_Term_Rating,Base_Currency,Pay_Currency_Code,Net_Settle_Amount_Settlement_Currency,PFIC_Indicator,Russell_Sector_Code,Russell_Sector_Description,Next_Rate_Change_Date,Transaction_Coupon_Rate,Foreign_Tax_Income_Currency,NAICS_Code,GainLoss_Base_Currency,Next_Call_Price,RIC_Code,Prerefunded_Type,Conversion_Ratio,Notional_Amount_Base_Currency,Long_Short_Indicator,Expiration_Date,SEDOL5,SIC_Code,Blackrock_Cusip,Blackrock_Security_Type,SEDOL3,SEDOL4,Next_Put_Date,SEDOL1,Parent_Co_ID,SEDOL2,Brokerage_Amount__Base_Currency,Corporate_Action_Subtype,Effective_Date,Corporate_Action_Sub_Type_Code,Rate_Change_Frequency,ICB_Subsector_Code,Bloomberg_Industry_Sector_Description,LoanX_ID,Option_Standard_Identifier_OPRA_ID,Bloomberg_Issuer_Industry_Code,SP_Short_Term_Rating_Date,ICB_Industry_Code,MSCI_Country_of_Risk,FIGI_ID,Universal_Swap_Identifier_USI,Country_of_Incorporation,Net_Trade_Amount__Base_Currency,Trade_Vendor_Source_Code,File_Effective_Date,Accrual_Method,Post_Reverse_Date_Time,SP_Long_Term_Rating_Date,Additional_Transaction_Fee_Amount_4,Additional_Transaction_Fee_Amount_3,Ultimate_Parent_Co_ID,Additional_Transaction_Fee_Amount_2,Blackrock_Security_Group,Additional_Transaction_Fee_Amount_1,Bloomberg_Issuer_Industry_Description,DTC_CUSIP,VICS_L3_Name,Coupon_Rate,Barclays_L4_Classification_Code,Corporate_Action_Market_Value_Base_Currency,Contract_Type,FTSE_Country_of_Risk,FX_Sold_Amount_Base_Currency,ICB_Industry_Description,Additional_Transaction_Fee_Amount_6,Additional_Transaction_Fee_Amount_5,Prerefunded_Date,Leg_Type_Code,Barclays_Level_3_Classification_Code,Issue_Date,Principal_Or_Agent_Code,Accrued_Interest_Local_Currency,Account_Name,VICS_L1_Name,Moody_Short_Term_Rating,FX_Purchased_Amount_Base_Currency,Trade_Date,Receive_Currency_Code,ICB_Sector_Code,Exchange_Code,Primary_Asset_ID_Type,Muni_Type,Bond_Payment_Frequency,Field_42_CP_Indicator,Maturity_Date,Coupon_Currency,Settlement_Currency,Percentage_Foreign_Tax_Reclaimable,Trade_Currency,Bloomberg_ISO_Country,Original_Face_Value,Barclays_Level_1_Classification_Code,Bloomberg_Security_Type,ICB_Sector_Description,Fitch_Long_Term_Rating_Code,Trade_Vendor_Source_Name,VICS_L3_Code,Net_Trade_Amount_Trade_Currency,GICS_Sub_Industry_Code,GICS_Industry_Group_Description,Exchange_Rate_Trade_to_Settlement,Transaction_Type_Description_Code,Trade_Block_ID,Moody_Short_Term_Rating_Date,Barclays_Level_2_Classification_Code,Cancel_Status,Dividend_Currency,Price,Exchange_Rate_Trade_to_Base,Illiquid_Security,Bloomberg_Industry_Group_Description,FX_Sold_Currency,Shares_Outstanding,Principal_Local_Currency,Vanguard_Cash_Type,FX_Purchased_Amount,Transaction_Type_Description,Issuer_Name,Fitch_Long_Term_Rating_Date,FX_Sold_Amount,Bloomberg_Security_Type_2,Moody_Long_Term_Rating_Date,Yield_at_Cost,Primary_Trading_Currency,Counterparty,Strike_Price,Accrued_Interest_Days,VICS_L2_Name,VICS_L4_Code,NX_Security_Type,Quantity,ISIN,Transaction_DateTime_Stamp,LEI,Cancel_Date,Bloomberg_Deal_ID,GICS_Sector_Code,Security_Long_Description
29000.0,,USD,,,100.0,,,,,V1029261001,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABER,IFEU,,,,,,,,,,,,,,,,V1029261001,,,,,,,,,,,Low Su Gasoil G   Aug22,,,,,QSQ2,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85071879_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,FT,V1029261001,,,29000.0,,,,,,VEI0022617,,,,,,,,USD,USD,29000.0,,,,,,,,,,,,,29000.0,L,2022-08-11,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,29000.0,SMARTCO,,,,,,,VEI0022617,,,,,,,,,0.0,,,,,,,,,,2016-12-13,,,ASF Commodity Cayman,,,,2022-07-11,USD,,IFEU,VID,,,N/A,,,USD,,USD,,,,Physical commodity future.,,,SmartCo,,29000.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),ICE Gas Oil Future,,,,,,USD,,,,,,DE.COMM,290.0,GB00H1K80K43,2022-07-11,,,12058244,,Low Su Gasoil G   Aug22
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,ABEP,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,,,A,,,,85086557_2,,,,,ABEP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,0.005,,,,,,,,,,,,,,USD,USD,0.005,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,0.005,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Long Short,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,0.005,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,ABGS,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A215,EOD,,,,1.0,,,,,A,,,,85086512_2,,,,,ABGS,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,17.675,,,,,,,,,,,,,,USD,USD,17.675,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,17.675,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Momentum Factor,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,17.675,,,,CASHDEP,,,,,USD,1.0,1.0,,,,,,,,Cash Deposit,,,,,,,USD,,,,,,CRNY,1.0,,2022-07-11,,,,,US Dollar
-949770.0,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAHV,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,0161,EOD,,,,1.0,,,,,A,,,,85071854_2,,,,,AAHV,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,-949770.0,,,,,,VEI0030493,,,,,,,,USD,USD,-949770.0,,,,,,,,,,,,,-949770.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-949770.0,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Small Company - Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-949770.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,-18995.4,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AAIO,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A034,EOD,,,,1.0,,,,,A,,,,85073056_2,,,,,AAIO,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-676.1,,,,,,,,,,,,,,USD,USD,-676.1,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-676.1,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Multifactor ETF,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-676.1,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-676.1,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,ABER,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85078170_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-10000.0,,,,,,,,,,,,,,USD,USD,-10000.0,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-10000.0,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Commodity Cayman,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,-10000.0,,,,MGN2CSH,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Margin to Cash),,,,,,,USD,,,,,,RF.CUR,-10000.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-144981.0,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AATO,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,9714,EOD,,,,1.0,,,,,A,,,,85071784_2,,,,,AATO,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,-144981.0,,,,,,VEI0030493,,,,,,,,USD,USD,-144981.0,,,,,,,,,,,,,-144981.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-144981.0,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,AV-Strategic Small-Cap Eq,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-144981.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,-2899.62,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,0.0,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,AAFX,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,9811,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84830551_2,,,,,AAFX,,,,,,,,,,34526.6,,0.0,,,6010,,EQ,V6044,,,34526.6,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,34526.6,,6,Energy,,.2,0.0,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,34526.6,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,34526.6,,US,,Energy,,,,,CAE,,,,Explorer-Vanguard,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,34526.6,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,172633.0,US24665A1034,2022-07-03,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
-2100.0,,GBP,,,10.0,,,,,V1031987701,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFS,IFLL,,,,,,,,,,,,,,,,V1031987701,,,,,,,,,,,FTSE 100 IDX FUT  Sep22,,,,,Z U2,,A124,EOD,,,,1.1885,,,,,A,,,,85071826_2,,,,,AAFS,,,,,,,,,1.1885,0.0,,,,,,,FT,V1031987701,,,-2495.85,,GB,,,,VEI0003984,,,,,,,,USD,GBP,-2100.0,,,,,,,,,,,,,-2495.85,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,GB,-2495.85,SMARTCO,,,,,,,VEI0003984,,,,,,,,,0.0,,,,,,,,,,2021-09-20,,,AV-Global Min Volatililty,,,,2022-07-11,GBP,,IFLL,VID,,,N/A,,,GBP,,GBP,,,,Physical index future.,,,SmartCo,,-2100.0,,,,MARGIN2,,,,,,1.0,1.1885,,,,,,,,Margin Variation (Margin),FTSE 100 Index Future,,,,,,GBP,,,,,,DE.IND,-210.0,GB00JLVR7414,2022-07-11,,,,,FTSE 100 IDX FUT  Sep22
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,0.0,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,AAHP,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,0161,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84830554_2,,,,,AAHP,,,,,,,,,,9548.8,,0.0,,,6010,,EQ,V6044,,,9548.8,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,9548.8,,6,Energy,,.2,0.0,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,9548.8,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,9548.8,,US,,Energy,,,,,CAE,,,,Small Company - Vanguard,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,9548.8,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,47744.0,US24665A1034,2022-07-03,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
-11380362.4993,,USD,,,50.0,,,,,V1031983301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAFB,XCME,,,,,,,,,,,,,,,,V1031983301,,,,,,,,,,,S&P500 EMINI FUT  Sep22,,,,,ESU2,,9909,EOD,,,,1.0,,,,,A,,,,85071806_2,,,,,AAFB,,,,,,,,,1.0,0.0,,,,,,,FT,V1031983301,,,-11380362.4993,,,,,,VEI0005366,,,,,,,,USD,USD,-11380362.4993,,,,,,,,,,,,,-11380362.4993,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-11380362.4993,SMARTCO,,,,,,,VEI0005366,,,,,,,,,0.0,,,,,,,,,,2021-06-07,,,Equity Income-Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-11380362.4993,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-227607.25,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
109312.288,,USD,,,200000.0,,,,,V1032808301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABES,XCBT,,2022-09-30,,,,,,,,,,,,,,V1032808301,,,,,,,,,,,US 2YR NOTE (CBT) Sep22,,,,,TUU2,,A131,EOD,,,,1.0,,,,,A,,,,85071887_2,,,,,ABES,,,,,,,,,1.0,0.0,,,,,,,FT,V1032808301,,,109312.288,,US,,,,VEI0022616,,,,,,,,USD,USD,109312.288,,,,,,,,,,,,,109312.288,L,2022-09-30,,,TUU220228,FIN,,,,,,,,,2022-07-11,,,,,,,,,,,,,,109312.288,SMARTCO,,,,,,,VEI0022616,,FUTURE,,,,,,,0.0,,,,,,,,,,2022-01-03,,,ASF Term Trade,,,,2022-07-11,USD,,XCBT,VID,,,N/A,,,USD,,USD,,,,Financial commodity future.,,,SmartCo,,109312.288,,,,MARGIN2,,,,,,1.0,1.0,N,,,,,,,Margin Variation (Margin),CBOT 2 Year US Treasury Note Future,,,,,,USD,,,,,,DE.COMM,54.6561,,2022-07-11,,,,,US 2YR NOTE (CBT) Sep22
-8460090.0,,USD,,,50.0,,,,,V1031984201,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAAX,XCME,,,,,,,,,,,,,,,,V1031984201,,,,,,,,,,,E-Mini Russ 2000  Sep22,,,,,RTYU2,,9811,EOD,,,,1.0,,,,,A,,,,85071856_2,,,,,AAAX,,,,,,,,,1.0,0.0,,,,,,,FT,V1031984201,,,-8460090.0,,,,,,VEI0030493,,,,,,,,USD,USD,-8460090.0,,,,,,,,,,,,,-8460090.0,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-8460090.0,SMARTCO,,,,,,,VEI0030493,,,,,,,,,0.0,,,,,,,,,,2021-06-18,,,Explorer-Cash,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-8460090.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-mini Russell 2000 Index Futures,,,,,,USD,,,,,,DE.IND,-169201.8,,2022-07-11,,,,,E-Mini Russ 2000  Sep22
0.0,,USD,,,,Industrial Goods & Services,Trading Companies & Distributors,2010,,V3222,,,,,,,10004,0.0,Corporate,EQ,Industrial,Diversified Manufacturing,Dividend - Cash,2022-07-26,Capital Goods,,AAIK,XNYS,,,,,,201070,0.0,,,N,,,,0.0,,553530106,International Trade & Diversified Logistics,,,,,,,,,,MSC INDL DIRECT,,,59,,MSM,20031,A033,SOD,,,Trading Companies & Distributors,1.0,,,,Retail-Catalog Shopping,A,,DVCA,,84833661_2,,,,,AAIK,,,,,,,,,,1128.75,,0.0,,,5020,,EQ,V3222,,,1128.75,,US,553530106,,,VEI0002579,,Industrial Suppliers,546,,Industrials,,,USD,USD,1128.75,,8,Producer Durables,,.75,0.0,454110,,0.0,MSM.N,,,0.0,L,,,,,,,,,2567655,,,,,2022-07-11,,,50205010,"Consumer, Cyclical",,,Retail-Catalog Shopping,,50,US,BBG000BCM158,,US,1128.75,SMARTCO,,,,,,,VEI0002579,,,,Retail-Catalog Shopping,,,0.0,CABC,1128.75,,US,,Industrials,,,,,CAB,,,,AV-US Min Volatility ETF,,,,2022-07-11,USD,502050,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Industrial Support Services,,SmartCo,,1128.75,20107010,Capital Goods,,CASHDIV,,,CA,,USD,0.0,1.0,,Retail,,47330569,,,,Cash Dividend,MSC Industrial Direct Co Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,1505.0,US5535301064,2022-07-03,0XVKH0LN6YGOWO2EGO17,,,20,MSC Industrial Direct Co Inc
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,ABGQ,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A213,EOD,,,,1.29955,,,,,A,,,,85078373_2,,,,,ABGQ,,,,,,,,,1.29955,0.0,,,,,,,CASH,,,,-179.07799,,,,,,,,,,,,,,CAD,USD,-137.8,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-179.07799,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Min Vol,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,-137.8,,,,MGN2CSH,,,,,USD,1.0,1.29955,,,,,,,,Margin (Transfer Margin to Cash),,,,,,,USD,,,,,,RF.CUR,-137.8,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
2520.0,,EUR,,,10.0,,,,,V1034474801,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XMRV,,,,,,,,,,,,,,,,V1034474801,,,,,,,,,,,IBEX 35 INDX FUTR Aug22,,,,,IBQ2,,A131,EOD,,,,1.00835,,,,,A,,,,85071920_2,,,,,AAIZ,,,,,,,,,1.00835,0.0,,,,,,,FT,V1034474801,,,2541.042,,,,,,VEI0028800,,,,,,,,USD,EUR,2520.0,,,,,,,,,,,,,2541.042,L,2022-08-19,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,2541.042,SMARTCO,,,,,,,VEI0028800,,,,,,,,,0.0,,,,,,,,,,2022-05-23,,,ASF Equity Futures,,,,2022-07-11,EUR,,XMRV,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,SmartCo,,2520.0,,,,MARGIN2,,,,,,1.0,1.00835,,,,,,,,Margin Variation (Margin),MEFF Madrid IBEX 35 Index Future,,,,,,EUR,,,,,,DE.IND,252.0,ES0B00097302,2022-07-11,,,,,IBEX 35 INDX FUTR Aug22
-4575.0,,USD,,,50.0,,,,,V1029083001,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AAJM,IFUS,,,,,,,,,,,,,,,,V1029083001,,,,,,,,,,,MSCI EAFE         Sep22,,,,,MFSU2,,A053,EOD,,,,1.29955,,,,,A,,,,85128127_2,,,,,AAJM,,,,,,,,,1.29955,0.0,,,,,,,FT,V1029083001,,,-5945.44125,,,,,,VEI0037659,,,,,,,,CAD,USD,-4575.0,,,,,,,,,,,,,-5945.44125,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-5945.44125,SMARTCO,,,,,,,VEI0037659,,,,,,,,,0.0,,,,,,,,,,2019-09-23,,,AV-FTSE Dv xNA HDY Ix ETF,,,,2022-07-11,USD,,IFUS,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-4575.0,,,,MARGIN2,,,,,,1.0,1.29955,,,,,,,,Margin Variation (Margin),ICE US mini MSCI EAFE Index Futures,,,,,,USD,,,,,,DE.IND,-91.5,,2022-07-11,,,109204996,,MSCI EAFE         Sep22
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,ABES,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,,,A,,,,85073041_2,,,,,ABES,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-145.59,,,,,,,,,,,,,,USD,USD,-145.59,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-145.59,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Term Trade,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-145.59,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-145.59,,2022-07-11,,,,,US Dollar
,,USD,,130.96,,Utilities,Electric Utilities,5510,,V6030,,,Active Rebalance,,,,10014,,Corporate,EQ,Utility,Electric,,2022-07-13,Electric,,AANA,XNYS,,,GS_ALGO,,,551010,0.0,,,N,,,,0.0,,736508847,Utilities: Electrical,20220706081955UTLH_000069,,Broker,,,,,,,PORTLAND GENERAL,,,265,0.005000190905,POR,20110,9909,EOD,,,Electric Utilities,1.0,,,,Electric-Integrated,A,,,,85125667_2,,,,No Fee,AANA,,,,,,,,,48.684055,0.0,,,,,6510,,EQ,V6030,,,,ACT_REBAL,US,736508847,,,VEI0003051,,Conventional Electricity,870,,Utilities,,,USD,USD,,,11,Utilities,,,,221122,,0.0,POR.N,,,,S,,,,,,,,,B125XQ6,,,130.96,,2022-07-11,,,65101015,Utilities,,,Electric-Integrated,,65,US,BBG000BCRRB9,,US,,CRD,,,,,,,VEI0003051,,,0.0,Electric-Integrated,,,0.0,CBA,0.0,,US,,Utilities,,,,,CBA,,,,Equity Income-EIG,,,,2022-07-11,USD,651010,XNYS,CUSIP,,,N/A,,USD,USD,,,US,,C,Common Stock,Electricity,,CRD,,,55101010,Utilities,,BUYL,20220706081955UTLH,,CB,,USD,48.684055,1.0,,Electric,,89224488,,,,Buy/Open Long,Portland General Electric Co,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,,US7365088472,2022-07-11,GJOUP9M7C39GLSK9R870,,,55,Portland General Electric Co
